"","id","Year","fullCit","count","Source"
"382","Fishkin_2008",2008,"Fishkin, Shelley Fisher. “The Borderlands of Culture: Writing by W. E. B. Du Bois, James Agee, Tillie Olsen, and Gloria Anzaldua.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. 133–82.",20,"Critical Works"
"383","Fishkin_1975",1975,"Fishkin, Shelley Fisher. From Fact to Fiction: Journalism and Imaginative Writing in America. Baltimore: Johns Hopkins University Press, 1985. Fishman, Donald. “Norman Mailer.” Journal of Popular Culture 9, no. 1 (Summer 1975): 174/76-82/84. 20th century; Norman Mailer; New Journalism; Novels, essays.",31,"Critical Works"
"384","Fishwick_1975",1975,"Fishwick, Marshall. “Editorial.” Journal of Popular Culture 9, no. 1 (Summer 1975): 247/149-249/151. 20th century; Magazines, books; Interaction of New Journalism and popular culture.",31,"Critical Works"
"385","Fishwick_1975",1975,"Fishwick, Marshall. “Popular Culture and the New Journalism.” Journal of Popular Culture 9, no. 1 (Summer 1975): 99/1-105/7. 20th century; Tom Wolfe; New Journalism; Books, magazines; Popular culture.",31,"Critical Works"
"386","Flis_2010",2010,"Flis, Leonora. Factual Fictions: Narrative Truth and the Contemporary American Documentary Novel. Newcastle upon Tyne, U.K.: Cambridge Scholars Publishing, 2010.",5,"Critical Works"
"387","Forche_2001",2001,"Forché, Carolyn, and Philip Gerard, eds. Writing Creative Nonfiction: Instruction and Insights from the Teachers of the Associated Writing Programs. Cincinnati: Story Press, 2001.",3,"Critical Works"
"388","Ford_1937",1937,"Ford, Edwin H. “The Art and Craft of the Literary Journalist.” Survey of Journalism. Ed. George Fox Mott. New York: Barnes and Noble, 1937. 294–302.",2,"Critical Works"
"389","Ford_1937",1937,"Ford, Edwin H. A Bibliography of Literary Journalism is America. Minneapolis: Burgess Publishing Co., 1937.",2,"Critical Works"
"390","Forde_2005",2005,"Forde, Kathy Roberts. “How Masson v. New Yorker Has Shaped the Legal Landscape of Narrative Journalism.” Communication Law & Policy 10 (Winter 2005): 101–33.",3,"Critical Works"
"391","Forde_2008",2008,"Forde, Kathy Roberts. Literary Journalism on Trial: Masson v. New Yorker and the First Amendment. Amherst, Mass.: University of Massachusetts Press, 2008.",20,"Critical Works"
"392","Fowler_1992",1992,"Fowler, Giles. “John Steinbeck.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 179–85.",41,"Critical Works"
"393","Franke_2004",2004,"Franke, Warren T. “W. T. Stead: The First New Journalist?” Journalism History, 1.2 (1974): 36+. Franklin, Jon. “The Narrative Tool.” American Editor 2 Dec. 1998. Accessed 9 March 2004 < h t t p : / / w w w . a s n e . o r g / k i o s k / e d i t o r / 9 8 . o c t n o v / fr a n k l i n 1 . h t m > .",2,"Critical Works"
"394","Franke_1986",1986,"Franke, Warren T. Writing for Story: Craft Secrets of Dramatic Nonfiction by a Two-Time Pulitzer Prize Winner. New York: Plume, 1986.",4,"Critical Works"
"395","Frus_1994",1994,"Frus, Phyllis. The Politics and Poetics of Journalistic Narrative: The Timely and the Timeless. New York: Cambridge University Press, 1994.",6,"Critical Works"
"396","Frus_1989",1989,"Frus, Phyllis. “Two Tales ‘Intended to Be after the Fact’: ‘Stephen Crane’s Own Story’ and ‘The Open Boat.’” Literary Nonfiction: Theory, Criticism, Pedagogy. Ed. Chris Anderson. Carbondale, Ill.: Southern Illinois University Press, 1989. 125–51.",6,"Critical Works"
"397","Fry_1994",1994,"Fry, Don, and Roy Peter Clark. “Rebirth of the narrative: The Rebirth Of Narrative in America’s Newsrooms.” The Quill May 1994: 27–28.",6,"Critical Works"
"398","Gold_1974",1974,"Gold, Herbert. “On Epidemic First Personism.” The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 283–87.",11,"Critical Works"
"399","Gooch_2009",2009,"Gooch, Cheryl. “The Literary Mind of a Cornfield Journalist: Joel Chandler Harris’s 1904 Negro Question Articles.” Literary Journalism Studies 1, no. 2 (Fall 2009): 79–87.",11,"Critical Works"
"400","Good_1992",1992,"Good, Howard. “Jacob A. Riis.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. New York: Greenwood P, 1992. 81–90.",41,"Critical Works"
"401","Green_1975",1975,"Green, James. “Gonzo.” Journal of Popular Culture 9, no. 1 (Summer 1975): 204/106-210/112. 20th century; Hunter Thompson, Tom Wolfe; Magazines; Strengths and weaknesses of gonzo style.",31,"Critical Works"
"402","Guilfoil_1950",1950,"Guilfoil, Kelsey. “John Hersey: Fact and Fiction.” The English Journal 39, no. 7 (Sept. 1950): 355-360.",1,"Critical Works"
"403","Gutkind_1997",1997,"Gutkind, Lee. The Art of Creative Nonfiction: Writing and Selling the Literature of Reality. New York: John Wiley & Sons, 1997.",6,"Critical Works"
"404","Gutkind_2009",2009,"Gutkind, Lee. Keep It Real: Everything You Need to Know About Researching and Writing Creative Nonfiction. New York: W. W. Norton & Co., 2009.",11,"Critical Works"
"405","Hapgood_1905",1905,"Hapgood, Hutchins. “A New Form of Literature.” Bookman 21 (1905): 424–47.",2,"Critical Works"
"406","Hart_1995",1995,"Hart, Jack. “Stories in the News.” Writer’s Digest Sept. 1995: 29–33.",4,"Critical Works"
"407","Hartsock_2008",2008,"Hartsock, John C. Foreword. Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. vii–xii.",20,"Critical Works"
"408","Hartsock_2008",2008,"Hartsock, John C. Foreword. Sonja Merljak Zdovc. Literary Journalism in the United States of America and Slovenia. Lanham, Md.: University Press of America, 2008. vii–viii.",20,"Critical Works"
"409","Hartsock_2000",2000,"Hartsock, John C. A History of American Literary Journalism: The Emergence of a Modern Narrative Form. Amherst, Mass.: University of Masschusetts Press, 2000.",5,"Critical Works"
"410","Hartsock_2007",2007,"Hartsock, John C. “‘It Was a Dark and Stormy Night’: Newspaper Reporters Rediscover the Art of Narrative Literary Journalism and Their Own Epistemological Heritage.” Prose Studies 29.2 (2007): 263–84.",10,"Critical Works"
"411","Hartsock_2008",2008,"Hartsock, John C. “Literary Journalism.” Reading in America Today: The Greenwood Encyclopedia of Contemporary Popular American Literature. Westport, Conn.: Greenwood Press, 2008.",20,"Critical Works"
"412","Hartsock_2011",2011,"Hartsock, John C. “Literary Reportage: The ‘Other’ Literary Journalism.” Genre: Forms of Discourse and Culture, 42 (Spring/Summer 2009): 113–34. Rpt. and rev. in Literary Journalism Across the Globe: Journalistic Traditions and Transnational Influences. Amherst, Mass.: University of Massachusetts Press, 2011.",7,"Critical Works"
"413","Hartsock_2006",2006,"Hartsock, John C. “‘Scribbling the Cat’: In a Dangerous Land of Negotiating Personal and Cultural Revelation.” DoubleTake 1, vol. 2 (2006): 100-04.",3,"Critical Works"
"414","Hartsock_2003",2003,"Hartsock, John C. “Telling News Naturally,” Points of Entry: Cross-Currents in Story Telling 1, no. 1, 2003: 35–41.",1,"Critical Works"
"415","Harvey_1994",1994,"Harvey, Chris. “Tom Wolfe’s Revenge.” American Journalism Review Oct. 1994: 40–45.",6,"Critical Works"
"416","Hawthorne_1906",1906,"Hawthorne, Julian. “Journalism the Destroyer of Literature.” The Critic 48 (1906): 166–71.",4,"Critical Works"
"417","Hellmann_1981",1981,"Hellmann, John. Fables of Fact: The New Journalism as Fables of Fact. Urbana: University of Illinois Press, 1981. Hersey, John. “The Legend on the License.” Yale Review 70: 1–25.",3,"Critical Works"
"418","Hellmann_1949",1949,"Hellmann, John. “The Novel of Contemporary History.” Atlantic Monthly Nov. 1949: 80-84.",1,"Critical Works"
"419","Hettinga_1992",1992,"Hettinga, Donald R. “Ring Lardner.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 161–67.",41,"Critical Works"
"420","Heyne_1987",1987,"Heyne, Eric. “Toward a Theory of Literary Nonfiction.” Modern Fiction Studies 23 (1987): 479–90.",3,"Critical Works"
"421","Hollowell_1977",1977,"Hollowell, John. Fact & Fiction: The New Journalism and the Nonfiction Novel. Chapel Hill: University of North Carolina Press, 1977.",3,"Critical Works"
"422","Hough_1975",1975,"Hough, George A. “How New?” Journal of Popular Culture 9 (1975): 114/16–121/23.",31,"Critical Works"
"423","Howarth_2008",2008,"Howarth, William. “The Mother of Literature: Journalism and The Grapes of Wrath.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. 53–81.",20,"Critical Works"
"424","Humphrey_1992",1992,"Humphrey, Robert E. “John Reed.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 151–60.",41,"Critical Works"
"425","Humphries_2006",2006,"Humphries, David T. Different Dispatches: Journalism in American Modernist Prose. New York: Routledge, 2006.",3,"Critical Works"
"426","Jacobson_1975",1975,"Jacobson, Kent. “The Freaking New Journalism.” Journal of Popular Culture 9, no. 1 (Summer 1975): 183/85-96/98. 20th century; New Journalism; Books, Magazines; Social alienation.",31,"Critical Works"
"427","Johnson_1975",1975,"Johnson, Michael L. “Wherein Lies the Value?” Journal of Popular Culture 9, no. 1 (Summer 1975): 135/37-41/43. 20th century; Tom Wolfe, Norman Mailer, Truman Capote; New Journalism; Magazines, newspapers; Popular culture.",31,"Critical Works"
"428","Jones_1992",1992,"Jones, Dan R. “John McPhee.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 343–52.",41,"Critical Works"
"429","Jones_1992",1992,"Jones, Dan R. “John Hersey.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 213–22.",41,"Critical Works"
"430","Jensen_1974",1974,"Jensen, Jay. “The New Journalism in Historical Perspective.” Journalism History 1.2 (1974): 37+.",11,"Critical Works"
"431","Johnson_1971",1971,"Johnson, Michael L. The New Journalism: The Underground Press, the Artists of Nonfiction, and Changes in the Established Media. Lawrence, Kans.: University Press of Kansas, 1971.",2,"Critical Works"
"432","Jones_1992",1992,"Jones, Steve. “Jane Kramer.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 323–29.",41,"Critical Works"
"433","Kallan_1975",1975,"Kallan, Richard A. “Entrance.” Journal of Popular Culture 9, no. 1 (Summer 1975): 106/8-13/15. 20th century; Tom Wolfe, Gay Talese; New nonfiction; Books, magazines; Popular Culture.",31,"Critical Works"
"434","Kallan_1992",1992,"Kallan, Richard A. “Tom Wolfe.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 249–60.",41,"Critical Works"
"435","Kaul_1997",1997,"Kaul, Arthur J., ed. American Literary Journalists, 1945–1995. First Series. Dictonary of Literary Biography. Detroit: Gale Research, 1997. 185.",6,"Critical Works"
"436","Kaul_1992",1992,"Kaul, Arthur J.. “Hunter S. Thompson.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 273–79.",41,"Critical Works"
"437","Kazin_1973",1973,"Kazin, Alfred. “The Imagination of Fact.” Bright Book of Life. Boston: Little, Brown, 1973. 209–41.",4,"Critical Works"
"438","Keeble_2007",2007,"Keeble, Richard. Introduction. The Journalistic Imagination: Literary Journalists from Defoe to Capote and Carter. London: Routledge, 2007. 1–14.",10,"Critical Works"
"439","Keeble_2007",2007,"Keeble, Richard, and Sharon Wheeler, eds. The Journalistic Imagination: Literary Journalists from Defoe to Capote and Carter. London: Routledge, 2007.",10,"Critical Works"
"440","Kenner_2008",2008,"Kenner, Hugh. “The Politics of the Plain Style.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. 183–90.",20,"Critical Works"
"441","Kerrane_1997",1997,"Kerrane, Kevin. “Making Facts Dance.” The Art of Fact: A Historical Anthology of Literary Journalism. Ed. Kevin Kerrane and Ben Yagoda. New York: Scribner, 1997. 17–20.",6,"Critical Works"
"442","Kirkhorn_1992",1992,"Kirkhorn, Michael J. “Journalism’s Guilty Secret.” Nieman Reports 46, vol. 2 (Summer 1992): 36–41.",41,"Critical Works"
"443","Kramer_1951",1951,"Kramer, Dale. Ross and The New Yorker. New York: Doubleday, 1951.",2,"Critical Works"
"444","Kramer_1995",1995,"Kramer, Mark. “Breakable Rules for Literary Journalists.” Literary Journalism: A New Collection of the Best American Nonfiction. Ed. Norman Sims and Mark Kramer. New York: Ballantine, 1995. 21–34.",4,"Critical Works"
"445","Kramer_2000",2000,"Kramer, Mark. “Narrative Journalism Comes of Age.” Nieman Reports 54.3 (2000): 5–8.",5,"Critical Works"
"446","Kramer_2007",2007,"Kramer, Mark, and Wendy Call. Telling True Stories. New York: Plume, 2007.",10,"Critical Works"
"447","Landa_2010",2010,"Landa, Amy Snow. “How Literary Journalism Can Inform Bioethics.” Literary Journalism Studies 2, no. 2 (Fall 2010): 47– 61.",5,"Critical Works"
"448","Landreth_1975",1975,"Landreth, Elizabeth. “There Shall Be No Night: Las Vegas.” Journal of Popular Culture 9, no. 1 (Summer 1975): 197/99- 203/105. 20th century; New Journalism; Books, magazines; Las Vegas.",31,"Critical Works"
"449","Lee_1900",1900,"Lee, Gerard Stanley. “Journalism as a Basis for Literature.” Atlantic Feb. 1900: 231–37.",2,"Critical Works"
"450","Lehman_2002",2002,"Lehman, Daniel W. John Reed & Writing of Revolution. Columbus: Ohio University Press, 2002.",1,"Critical Works"
"451","Lehman_1997",1997,"Lehman, Daniel W. Matters of Fact: Reading Nonfiction over the Edge. Columbus, Ohio: Ohio State University Press, 1997.",6,"Critical Works"
"452","Lemann_1994",1994,"Lemann, Nicholas. Panel discussion: “America: What’s the Story?: The Uses and Abuses of Narrative in Nonfiction: the World, the Word, and the Future: Sesquicentennial Discussion on the State of the Literary Arts.” New York State Writers Center, Albany, N.Y. 18 Nov. 1994.",6,"Critical Works"
"453","Lemann_2011",2011,"Lemann, Nicholas. “Writing Literary History: The Promised Land, and The Big Test; Interview with Author Nicholas Lemann,” interview by Norman Sims. Literary Journalism Studies 3, no. 1 (Spring 2011): 9–31.",7,"Critical Works"
"454","Lewis_1931",1931,"Lewis, Oscar. Introduction. Frank Norris of “The Wave”: Stories & Sketches from the San Francisco Weekly, 1893 to 1897. San Francisco: Westgate Press, 1931. 1–15.",1,"Critical Works"
"455","Lounsberry_1990",1990,"Lounsberry, Barbara. The Art of Fact: Contemporary Artists of Nonfiction. New York: Greenwood Press, 1990.",5,"Critical Works"
"456","Lule_1992",1992,"Lule, Jack. “Joe Eszterhas.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 307–16.",41,"Critical Works"
"457","Lemann_1946",1946,"Lemann, Nicholas. “Hersey’s ‘Hiroshima.’” Politics 3 (Oct. 1946): 308.",2,"Critical Works"
"458","Lemann_1974",1974,"Lemann, Nicholas. “Parajournalism, or Tom Wolfe and His Magic Writing Machine.” The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 223–33.",11,"Critical Works"
"459","Lemann_2011",2011,"Lemann, Nicholas. “Literary Journalism as a Key to Reporting’s Richest Prize.” Literary Journalism Studies 3, no. 1 (Spring 2011): 53-71.",7,"Critical Works"
"460","Lemann_2009",2009,"Lemann, Nicholas. “Richard Critchfield: ‘Genius’ Journalism and the Fallacy of Verification.” Literary Journalism Studies 1, no. 2 (Fall 2009): 9–21.",11,"Critical Works"
"461","Maguire_2010",2010,"Maguire, Roberta. “Riffing on Hemingway and Burke, Responding to Mailer and Wolfe: Albert Murray’s ‘Anti- Journalism.’” Literary Journalism Studies 2, no. 2 (Fall 2010): 9-26.",5,"Critical Works"
"462","Mansell_1990",1990,"Mansell, Darrel. “Unsettling the Colonel’s Hash: ‘Fact’ in Autobiography.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. New York: Oxford University Press, 1990. 261-280.",5,"Critical Works"
"463","Lemann_1996",1996,"Lemann, Nicholas. “Literary Journalism: Newspapers’ Last Best Hope.” Connecticut Review 18, no. 1 (Spring 1996): 59-69.",3,"Critical Works"
"464","Lemann_1992",1992,"Lemann, Nicholas. “Toward a History of Literary Journalism.” Michigan Academician 24 (1992): 359–69.",41,"Critical Works"
"465","Marmarelli_1992",1992,"Marmarelli, Ronald S. “William Hard.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 131–42.",41,"Critical Works"
"466","Matalene_1998",1998,"Matalene, Carolyn. Introduction. Telling Stories Taking Risks. Ed. Alice M. Klement and Carolyn B. Matalene. Belmont, Calif.: Wadsworth, 1998. 1–3.",1,"Critical Works"
"467","McCarthy_2008",2008,"McCarthy, Mary. “Artists in Uniform.” Harper’s March 1953. Rpt. in Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.:Northwestern University Press, 2008. 231–46.",20,"Critical Works"
"468","McCarthy_2008",2008,"McCarthy, Mary. “Settling the Colonel’s Hash.” Harper’s Magazine Feb. 1954. Rpt. in Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.:Northwestern University Press, 2008. 247–60.",20,"Critical Works"
"469","McKeen_2009",2009,"McKeen, William. Outlaw Journalist: The Life and Times of Hunter S. Thompson. New York: W. W. Norton & Company, 2009.",11,"Critical Works"
"470","Mills_1974",1974,"Mills, Nicolaus. Introduction. The New Journalism: A Historical Anthology. New York: McGraw-Hill, 1974. xi–xx.",11,"Critical Works"
"471","Nelson_1992",1992,"Nelson, Jack A. “Mark Twain.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 39–42.",41,"Critical Works"
"472","Nocera_1981",1981,"Nocera, Joseph. “How Hunter Thompson Killed New Journalism.” Washington Monthly, April 1981, 44-50. 20th century; Hunter Thompson; Gonzo journalism, New Journalism; Books, magazines..",3,"Critical Works"
"473","Norman_2009",2009,"Norman, Michael. “Writing Narrative Portraiture.” Literary Journalism Studies 1, no. 1 (Spring 2009): 50–56.",11,"Critical Works"
"474","North_1935",1935,"North, Joseph. “Reportage.” American Writer’s Congress. Ed. Henry Hart. New York: International, 1935. 120–23.",3,"Critical Works"
"475","Moss_1992",1992,"Moss, Marilyn Ann. “Theodore Dreiser.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 143–50.",41,"Critical Works"
"476","Nuttall_2007",2007,"Nuttall, Nick. “Cold-Blooded Journalism: Truman Capote and the Non-fiction Novel.” The Journalistic Imagination: Literary Journalists from Defoe to Capote and Carter. Ed. Richard Keeble and Sharon Wheeler. London: Routledge, 2007. 130– 44.",10,"Critical Works"
"477","O_1970",1970,"O’Connor, William Van, and Frederick J. Hoffman. Preface. American Non-Fiction: 1900–1950. 1952. Westport, Conn.: Greenwood Press, 1970. v–vii.",2,"Critical Works"
"478","Ohmann_1980",1980,"Ohmann, Richard. “Politics and Genre in Nonfiction Prose.” New Literary History 11, no. 2 (1980): 237–44.",4,"Critical Works"
"479","Palmer_2010",2010,"Palmer, Ruth. “The Hoax, Uncanny Identity, and Literary Journalism.” Literary Journalism Studies 2, no. 1 (Spring 2010): 85–105.",5,"Critical Works"
"480","Parisi_1992",1992,"Parisi, Peter. “Lincoln Steffens.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 101–10.",41,"Critical Works"
"481","Paterson_1992",1992,"Paterson, Judith. “Literary Journalism’s Twelve Best.” Washington Journalism Review Oct. 1992: 61.",41,"Critical Works"
"482","Pauly_1992",1992,"Pauly, John J. “Damon Runyon.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 169–78.",41,"Critical Works"
"483","Pauly_1992",1992,"Pauly, John J. “George Ade.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 111–20.",41,"Critical Works"
"484","Peck_1985",1985,"Peck, David. “Joseph North and the Proletarian Reportage of the 1930s.” Zeitschrift furAnglistik und Amerikanistick 33, no. 3 (1985): 210–20.",3,"Critical Works"
"485","Peeler_1984",1984,"Peeler, David P. “Unlonesome Highways: The Quest for Fact and Fellowship in Depression America.” Journal of American Studies 18, no. 2 (1984): 186–206.",6,"Critical Works"
"486","Pizer_1974",1974,"Pizer, Donald. “Documentary Narrative as Art: William Manchester and Truman Capote.” The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 207–19.",11,"Critical Works"
"487","Podhoretz_1958",1958,"Podhoretz, Norman. “The Article as Art.” Harper’s July 1958: 74–79.",1,"Critical Works"
"488","Anon_1906",1906,"Anon., “The Point of View: The Newspaper and Fiction.” Scribner’s Magazine 40 (1906): 122–24.",4,"Critical Works"
"489","Polsgrove_1992",1992,"Polsgrove, Carol. “Gay Talese.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 261–71.",41,"Critical Works"
"490","Powers_1975",1975,"Powers, Thomas. “Cry Wolfe.” Commonweal 102 (1975): 497–99.",31,"Critical Works"
"491","Quinn_2011",2011,"Quinn, Katrina J. “Exploring an Early Version of Literary Journalism: Nineteenth-century Epistolary Journalism,” Literary Journalism Studies 3, no. 1 (Spring 2011): 33–51.",7,"Critical Works"
"492","Ringnalda_1992",1992,"Ringnalda, Donald. “Michael Herr.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 281–95.",41,"Critical Works"
"493","Rischin_1985",1985,"Rischin, Moses. Introduction. Grandma Never Lived in America: The New Journalism of Abraham Cahan. Ed. Moses Rischin. Bloomington: Indiana University Press, 1985. xviii–xliv.",3,"Critical Works"
"494","Roberts_1992",1992,"Roberts, Arthur. “Lillian Ross.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 231–37.",41,"Critical Works"
"495","Roberts_1992",1992,"Roberts, Nancy. “Dorothy Day.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 179–85.",41,"Critical Works"
"496","Robertson_1992",1992,"Robertson, Michael. “Stephen Crane.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 69–79.",41,"Critical Works"
"497","Robertson_1997",1997,"Robertson, Michael. Stephen Crane, Journalism, and the Making of Modern American Literature. New York: Columbia University Press, 1997. ",6,"Critical Works"
"498","Roggenkamp_2005",2005,"Roggenkamp, Karen. Narrating the News: New Journalism and Literary Genre in Late Nineteenth-Century American Newspapers and Fiction. Kent, Ohio: Kent State University Press, 2005.",3,"Critical Works"
"499","Readership_2007",2007,"Readership Institute. Impact Study. Media Management Center. Evanston, Ill.: Northwestern University, 2000. 15 April 2007 http://www.readership.org/resources/impact_study.htm",10,"Critical Works"
"500","Reportage_1935",1935,"Reportage preface. Proletarian Literature in the United States: An Anthology. Ed. Granville Hicks, et al. New York: International Publishers, 1935. 211–12.",3,"Critical Works"
"501","Reynolds_2009",2009,"Reynolds, Bill “Recovering the Peculiar Life and Times of Tom Hedley andCanadian New Journalism.” Literary Journalism Studies 1, no. 1 (Spring 2009): 79–104.",11,"Critical Works"
"502","Roiland_2009",2009,"Roiland, Joshua. “Getting Away from It All: The Literary Journalism of David Foster Wallace and Nietzsche’s Concept of Oblivion.” Literary Journalism Studies 1, no. 2 (Fall 2009): 89–105.",11,"Critical Works"
"503","Russell_2000",2000,"Russell, John. Reciprocities in the Nonfiction Novel. Athens, Ga.: University of Georgia Press, 2000.",5,"Critical Works"
"504","Ryan_1994",1994,"Ryan, Maureen. “Green Visors and Ivory Towers: Jean Stafford and the New Journalism.” The Kenyon Review 16, no. 4(1994): 102–19.",6,"Critical Works"
"505","Rygiel_1989",1989,"Rygiel, Dennis. “Style in Twentieth-Century Literary Nonfiction in English: An Annotated Bibliography of Criticism, 1980–1988.” Style 23 (1989): 566–617.",6,"Critical Works"
"506","Rygiel_1989",1989,"Rygiel, Dennis. “Stylistics and the Study of Twentieth-Century Literary Nonfiction.” Literary Nonfiction: Theory, Criticism, Pedagogy. Ed. Chris Anderson. Carbondale, Ill.: Southern Illinois University Press, 1989. 3–28.",6,"Critical Works"
"507","Sauerberg_1991",1991,"Sauerberg, Lars Ole. Fact into Fiction: Documentary Realism in the Contemporary Novel. New York: St. Martin’s Press, 1991.",2,"Critical Works"
"508","Schmuhl_1992",1992,"Schmuhl, Robert. “Richard Ben Cramer.” A Sourcebook of American Literary Journalism: Representative Writers in an Emerging Genre. Ed. Thomas B. Connery. New York: Greenwood Press, 1992. 331–42.",41,"Critical Works"
"509","Schultz_1999",1999,"Schultz, William Todd. “Off-stage Voices in James Agee’s Let Us Now Praise Famous Men: Reportage as Covert Autobiography.” American Imago 56, no. 1 (Spring 1999): 75–104.",3,"Critical Works"
"510","Segel_1992",1992,"Segel, Harold B. Egon Erwin Kisch: The Raging Reporter. West Lafayette, Ind.: Purdue University Press, 1992.",41,"Critical Works"
"511","Sims_1995",1995,"Sims, Norman. “The Art of Literary Journalism.” Literary Journalism: A New Collection of the Best American Nonfiction. Ed. Norman Sims and Mark Kramer. New York: Ballantine, 1995. 3–19.",4,"Critical Works"
"512","Sims_2008",2008,"Sims, Norman. “Joseph Mitchell and the New Yorker Nonfiction Writers.” Ed. Norman Sims. Literary Journalism in the Twentieth Century. Evanston, Ill.: Northwestern University Press, 2008. 82–109.",20,"Critical Works"
"513","Sims_1984",1984,"Sims, Norman. “The Literary Journalists.” The Literary Journalists. Ed. Norman Sims. New York: Ballantine, 1984. 3–25.",6,"Critical Works"
"514","Sims_2009",2009,"Sims, Norman. “The Problem and the Promise of Literary Journalism Studies.” Literary Journalism Studies 1, no. 1 (Spring 2009): 7–16.",11,"Critical Works"
"515","Sims_2007",2007,"Sims, Norman. True Stories: A Century of Literary Journalism. Evanston, Ill.: Northwestern University Press, 2007.",10,"Critical Works"
"516","Sims_1990",1990,"Sims, Norman, ed. Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Northwestern University Press, 2008. Reprint of 1990 Oxford University Press edition.",5,"Critical Works"
"517","Schuster_1989",1989,"Schuster, Charles I. “The Nonfictional Prose of Richard Selzer: an Aesthetic Analysis.” Literary Nonfiction: Theory, Criticism, Pedagogy. Ed. Chris Anderson. Carbondale, Ill.: Southern Illinois University Press, 1989. 3–28.",6,"Critical Works"
"518","Smith_2008",2008,"Smith, Kathy. “John McPhee Balances the Act.” Literary Journalism in the Twentieth Century. Ed. Norman Sims. Evanston, Ill.: Norman Sims. Evanston, Ill.:Northwestern University Press, 2008. 206–27.",20,"Critical Works"
"519","Solotaroff_1974",1974,"Solotaroff, Theodore. “Introduction to Writers and Issues.” The Reporter as Artist: A Look at the New Journalism Controversy. Ed. Ronald Weber. New York: Hastings House, 1974. 161–66.",11,"Critical Works"
"520","Sommer_1975",1975,"Sommer, Robert. “New Journalism & New Sociology Compared.” Journal of Popular Culture 9, no. 1 (Summer 1975): 241/143-46/48. 20th century; Tom Wolfe, Erving Goffman; New Journalism; Magazines, books.",31,"Critical Works"
