"","Full Citation","Source","Year","Author Last Name","Author First Name","Title","Type","`Full Citation` == `Full Citation`"
"41","Conover, Ted. Rolling Nowhere: Riding the Rails with America’s Hoboes. New York: Viking, 1984.","Sims - True Stories",1984,"Conover","Ted","Rolling Nowhere: Riding the Rails with America’s Hoboes","Primary Works",TRUE
"42","Conover, Ted. Whiteout: Lost In Aspen. New York: Random House, 1991.","Sims - True Stories",1991,"Conover","Ted","Whiteout: Lost In Aspen","Primary Works",TRUE
"43","Cramer, Richard Ben. Joe DiMaggio: The Hero's Life. New York: Simon & Schuster, 2000.","Sims - True Stories",2000,"Cramer","Richard","Joe DiMaggio: The Hero's Life","Primary Works",TRUE
"44","Crane, Stephen. Tales, Sketches, and Reports, Vol. 7 of The Works of Stephen Crane, edited by Fredson Bowers. Charlottesville: University Press of Virginia, 1973.","Sims - True Stories",1973,"Crane","Stephen","Tales, Sketches, and Reports, Vol","Primary Works",TRUE
"45","Dash, Leon. Rosa Lee: A Mother and Her Family in Urban America. New York: Basic Books, 1996.","Sims - True Stories",1996,"Dash","Leon","Rosa Lee: A Mother and Her Family in Urban America","Primary Works",TRUE
"46","Davidson, Sara. Loose Change: Three Women of the Sixties. Garden City, N.Y.: Doubleday, 1977.","Sims - True Stories",1977,"Davidson","Sara","Loose Change: Three Women of the Sixties","Primary Works",TRUE
"47","Davidson, Sara. Real Property. Garden City, N.Y.: Doubleday & Co., 1980.","Sims - True Stories",1980,"Davidson","Sara","Real Property","Primary Works",TRUE
"48","Davis, Richard Harding. A Year from a Reporter's Note-Book. New York: Harper & Brothers, 1897. ","Sims - True Stories",1897,"Davis","Richard","A Year from a Reporter's Note-Book","Primary Works",TRUE
"49","Davis, Richard Harding. The Red Cross Girl. New York: Charles Scribner's Sons, 1916.","Sims - True Stories",1916,"Davis","Richard","The Red Cross Girl","Primary Works",TRUE
"50","Didion, Joan. Miami. New York: Simon and Schuster, 1987.","Sims - True Stories",1987,"Didion","Joan","Miami","Primary Works",TRUE
"51","Didion, Joan. Salvador. New York: Simon and Schuster, 1983.","Sims - True Stories",1983,"Didion","Joan","Salvador","Primary Works",TRUE
"52","Didion, Joan. Slouching Towards Bethlehem. New York: Farrar, Straus & Giroux, 1968. ","Sims - True Stories",1968,"Didion","Joan","Slouching Towards Bethlehem","Primary Works",TRUE
"53","Didion, Joan. The White Album. New York: Simon and Schuster, 1979.","Sims - True Stories",1979,"Didion","Joan","The White Album","Primary Works",TRUE
"54","Dorr, Rheta Childe. Inside the Russian Revolution. New York: Macmillan Co., 1918. Reprinted by Arno Press in 1970.","Sims - True Stories",1970,"Dorr","Rheta","Inside the Russian Revolution","Primary Works",TRUE
"55","Dos Passos, John. In All Countries. New York: Harcourt, Brace and Co., 1934. ","Sims - True Stories",1934,"Dos Passos","John","In All Countries","Primary Works",TRUE
"56","Dos Passos, John. Orient Express. New York: Harper & Brothers, 1922, 1927.","Sims - True Stories",1927,"Dos Passos","John","Orient Express","Primary Works",TRUE
"57","Dos Passos, John. Rosinante to the Road Again. New York: George H. Doran Co., 1922. ","Sims - True Stories",1922,"Dos Passos","John","Rosinante to the Road Again","Primary Works",TRUE
"58","Dos Passos, John. Theodore Dreiser: A Selection of Uncollected Prose. Detroit: Wayne State University Press, 1977.","Sims - True Stories",1977,"Dos Passos","John","Theodore Dreiser: A Selection of Uncollected Prose","Primary Works",TRUE
"59","Dreiser, Theodore. Selected Magazine Articles of Theodore Dreiser: Life and Art in the American 1890s. Edited, with an introduction and notes, by Yoshinobu Hakutani. Rutherford, Madison, Teaneck: Fairleigh Dickinson University Press, 1985.","Sims - True Stories",1985,"Dreiser","Theodore","Selected Magazine Articles of Theodore Dreiser: Life and Art in the American 1890s","Primary Works",TRUE
"60","Dreiser, Theodore. The Color of a Great City. New York: Boni and Liveright, 1923.","Sims - True Stories",1923,"Dreiser","Theodore","The Color of a Great City","Primary Works",TRUE
"61","Du Bois, W. E. B. The Souls of Black Folk, edited by Saunders Redding. New York: Fawcett, 1961. Originally published in 1903.","Sims - True Stories",1903,"Du Bois","W","E","Primary Works",TRUE
"62","Du Bois, W. E. B. W E. B. DuBois: Writings, edited by Nathan Huggins. New York: The Library of America, 1986.","Sims - True Stories",1986,"Du Bois","W","E","Primary Works",TRUE
"63","Dunne, Finley Peter. Mr. Dooley at His Best. Edited by Elmer Ellis. New York: Scribner's, 1943.","Sims - True Stories",1943,"Dunne","Finley","Mr","Primary Works",TRUE
"64","Dunne, John Gregory. Vegas: A Memoir of a Dark Season. New York: Random House, 1974.","Sims - True Stories",1974,"Dunne","John","Vegas: A Memoir of a Dark Season","Primary Works",TRUE
"65","Durland, Kellogg. The Red Reign: The True Story of an Adventurous Year in Russia. New York: The Century Co., 1907.","Sims - True Stories",1907,"Durland","Kellogg","The Red Reign: The True Story of an Adventurous Year in Russia","Primary Works",TRUE
"66","Ehrenreich, Barbara. Nickel and Dimed: On (Not) Getting By in America. New York: Henry Holt and Co., 2001.","Sims - True Stories",2001,"Ehrenreich","Barbara","Nickel and Dimed: On (Not) Getting By in America","Primary Works",TRUE
"67","Ehrlich, Gretel. The Solace of Open Spaces. New York: Viking, 1985.","Sims - True Stories",1985,"Ehrlich","Gretel","The Solace of Open Spaces","Primary Works",TRUE
"68","Fadiman, Anne. The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures. New York: Farrar, Straus and Giroux, 1997.","Sims - True Stories",1997,"Fadiman","Anne","The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures","Primary Works",TRUE
"69","Finerty, John F. War-Path and Bivouac or The Conquest of the Sioux. Norman and London: University of Oklahoma Press, 1994; originally published 1890.","Sims - True Stories",1890,"Finerty","John","War-Path and Bivouac or The Conquest of the Sioux","Primary Works",TRUE
"70","Finnegan, William. Dateline Soweto: Travels With Black South African Reporters. New York: HarperCollins, 1988.","Sims - True Stories",1988,"Finnegan","William","Dateline Soweto: Travels With Black South African Reporters","Primary Works",TRUE
"71","Fitzgerald, Frances. Cities on a Hill: A Journey through Contemporary American Cultures. New York: Simon and Schuster, 1986.","Sims - True Stories",1986,"Fitzgerald","Frances","Cities on a Hill: A Journey through Contemporary American Cultures","Primary Works",TRUE
"72","Flanner, Janet. A Moveable Feast. New York: Scribner's, 1964.","Sims - True Stories",1964,"Flanner","Janet","A Moveable Feast","Primary Works",TRUE
"73","Flanner, Janet. Dateline: Toronto; The Complete Toronto Star Dispatches, 1920-1924. Edited by William White. New York: Charles Scribner's Sons,1985.","Sims - True Stories",1985,"Flanner","Janet","Dateline: Toronto; The Complete Toronto Star Dispatches, 1920-1924","Primary Works",TRUE
"74","Flanner, Janet. Death in the Afternoon. New York: Scribner's, 1932.","Sims - True Stories",1932,"Flanner","Janet","Death in the Afternoon","Primary Works",TRUE
"75","Flanner, Janet. Green Hills of Africa. New York: Scribner's, 1935.","Sims - True Stories",1935,"Flanner","Janet","Green Hills of Africa","Primary Works",TRUE
"76","Flanner, Janet. Paris Was Yesterday (1925-1939). New York: Popular Library, 1972. ","Sims - True Stories",1972,"Flanner","Janet","Paris Was Yesterday (1925-1939)","Primary Works",TRUE
"77","Flanner, Janet. The Dangerous Summer. New York: Scribner's, 1985. Originally published 1960.","Sims - True Stories",1960,"Flanner","Janet","The Dangerous Summer","Primary Works",TRUE
"78","Flanner, Janet. The Trouble I’ve Seen. New York: William Morrow and Co., 1936. ","Sims - True Stories",1936,"Flanner","Janet","The Trouble I’ve Seen","Primary Works",TRUE
"79","Flanner, Janet.(Genêt) Paris Journal 1944-1965. Edited by William Shawn. New York: Atheneum, 1965.","Sims - True Stories",1965,"Flanner","Janet","Edited by William Shawn","Primary Works",TRUE
"80","Flynt, Josiah. Tramping with Tramps: Studies and Sketches of Vagabond Life. New York: The Century Co., 1899.","Sims - True Stories",1899,"Flynt","Josiah","Tramping with Tramps: Studies and Sketches of Vagabond Life","Primary Works",TRUE
"81","Frady, Marshall. Southerners: A Journalist's Odyssey. New York: New American Library, 1980.","Sims - True Stories",1980,"Frady","Marshall","Southerners: A Journalist's Odyssey","Primary Works",TRUE
"82","Franklin, Jon. “Mrs. Kelly’s Monster,” in Writing for Story: Craft Secrets of Dramatic Nonfiction by a Two-Time Pulitzer Prize Winner. New York: Atheneum, 1986; originally published in the Baltimore Evening Sun, 1978. ——. Shocktrauma. New York: St. Martin's Press, 1980.","Sims - True Stories",1980,"Franklin","Jon","Mrs. Kelly’s Monster","Primary Works",TRUE
"83","Frazer, Ian. Great Plains. New York: Farrar, Straus & Giroux, 1989.","Sims - True Stories",1989,"Frazer","Ian","Great Plains","Primary Works",TRUE
"84","Frazer, Ian. On the Rez. New York: Farrar, Straus, Giroux, 2000.","Sims - True Stories",2000,"Frazer","Ian","On the Rez","Primary Works",TRUE
"85","Frey, Darcy. The Last Shot: City Streets, Basketball Dreams. Boston: Houghton Mifflin, 1994.","Sims - True Stories",1994,"Frey","Darcy","The Last Shot: City Streets, Basketball Dreams","Primary Works",TRUE
"86","Gellhorn, Martha. “The Third Winter” in The Face of War. New York: Atlantic Monthly Press, 1988.","Sims - True Stories",1988,"Gellhorn","Martha","Gellhorn, Martha. “The Third Winter” in The Face of War. New York: Atlantic Monthly Press, 1988.","Primary Works",TRUE
"87","Goldstein, Richard. Reporting the Counterculture. Boston: Unwin Hyman, 1989. ","Sims - True Stories",1989,"Goldstein","Richard","Reporting the Counterculture","Primary Works",TRUE
"88","Gorney, Cynthia. Articles Of Faith: A Frontline History of the Abortion Wars. New York: Simon & Schuster, 1998.","Sims - True Stories",1998,"Gorney","Cynthia","Articles Of Faith: A Frontline History of the Abortion Wars","Primary Works",TRUE
"89","Gray, Francine du Plessix. Adam & Eve and the City: Selected Nonfiction. New York: Simon and Schuster, 1987.","Sims - True Stories",1987,"Gray","Francine","Adam & Eve and the City: Selected Nonfiction","Primary Works",TRUE
"90","Greene, Melissa Fay. Praying for Sheetrock: A Work of Nonfiction. Reading, Mass.: Addison-Wesley Publishing, 1991.","Sims - True Stories",1991,"Greene","Melissa","Praying for Sheetrock: A Work of Nonfiction","Primary Works",TRUE
"91","Halberstam, David. The Amateurs. New York: William Morrow and Co., 1985. ","Sims - True Stories",1985,"Halberstam","David","The Amateurs","Primary Works",TRUE
"92","Halberstam, David. The Breaks of the Game. New York: Alfred A. Knopf, 1981.","Sims - True Stories",1981,"Halberstam","David","The Breaks of the Game","Primary Works",TRUE
"93","Halberstam, David. The Making of a Quagmire. New York: Random House, 1965. ","Sims - True Stories",1965,"Halberstam","David","The Making of a Quagmire","Primary Works",TRUE
"94","Hamburger, Robert. All the Lonely People: Life in a Single Room Occupancy Hotel. New Haven and New York: Ticknor & Fields, 1983.","Sims - True Stories",1983,"Hamburger","Robert","All the Lonely People: Life in a Single Room Occupancy Hotel","Primary Works",TRUE
"95","Hamill, Pete. The Invisible City: A New York Sketchbook. Drawings by Susan Stillman. New York: Random House, 1980.","Sims - True Stories",1980,"Hamill","Pete","The Invisible City: A New York Sketchbook","Primary Works",TRUE
"96","Hapgood, Hutchins. An Anarchist Woman. New York: Duffield & Co., 1909. ——. The Spirit of the Ghetto: Studies of the Jewish Quarter in New York. Introduction by Moses Rischin. Cambridge: Harvard University Press, 1967. Originally published in 1902.","Sims - True Stories",1902,"Hapgood","Hutchins","An Anarchist Woman","Primary Works",TRUE
"97","Hapgood, Hutchins. The Spirit of Labor. New York: Duffield & Co., 1907.","Sims - True Stories",1907,"Hapgood","Hutchins","The Spirit of Labor","Primary Works",TRUE
"98","Hapgood, Hutchins. Types from City Streets. New York and London: Funk & Wagnalls Co., 1910. Magazine articles and sketches.","Sims - True Stories",1910,"Hapgood","Hutchins","Types from City Streets","Primary Works",TRUE
"99","Harr, Jonathan. A Civil Action. New York: Random House, 1995.","Sims - True Stories",1995,"Harr","Jonathan","A Civil Action","Primary Works",TRUE
"100","Harr, Jonathan. The Lost Painting: The Quest for a Caravaggio Masterpiece. New York: Random House, 2005.","Sims - True Stories",2005,"Harr","Jonathan","The Lost Painting: The Quest for a Caravaggio Masterpiece","Primary Works",TRUE
"101","Harrington, Walt. At the Heart of It: Ordinary People, Extraordinary Lives. Columbia: University of Missouri Press, 1996.","Sims - True Stories",1996,"Harrington","Walt","At the Heart of It: Ordinary People, Extraordinary Lives","Primary Works",TRUE
"102","Harrington, Walt. Crossings: A White Man's Journey into Black America. New York: HarperCollins, 1993.","Sims - True Stories",1993,"Harrington","Walt","Crossings: A White Man's Journey into Black America","Primary Works",TRUE
"103","Hayes, David. No Easy Answers: The Trial and Conviction of Bruce Curtis. New York: Viking, 1986.","Sims - True Stories",1986,"Hayes","David","No Easy Answers: The Trial and Conviction of Bruce Curtis","Primary Works",TRUE
"104","Hayes, David. Power and Influence: The Globe and Mail and the News Revolution. Toronto: Key Porter Books, 1992.","Sims - True Stories",1992,"Hayes","David","Power and Influence: The Globe and Mail and the News Revolution","Primary Works",TRUE
"105","Hearn, Lafcadio. Creole Sketches. Edited by Charles Woodward Hutson. Bostonand New York: Houghton Mifflin, 1924.","Sims - True Stories",1924,"Hearn","Lafcadio","Creole Sketches","Primary Works",TRUE
"106","Hearn, Lafcadio. Fantastics and Other Fancies. Boston and New York: Houghton Mifflin,1914. New Orleans newspaper articles, 1879-1884.","Sims - True Stories",1884,"Hearn","Lafcadio","Fantastics and Other Fancies","Primary Works",TRUE
"107","Hecht, Ben. 1001 Afternoons in Chicago. Chicago: Pascal Covici, 1922. ","Sims - True Stories",1922,"Hecht","Ben","Chicago: Pascal Covici, 1922","Primary Works",TRUE
"108","Hemingway, Ernest. By-Line: Ernest Hemingway. Edited by William White. New York: Scribner's, 1967.","Sims - True Stories",1967,"Hemingway","Ernest","By-Line: Ernest Hemingway","Primary Works",TRUE
"109","Herr, Michael. Dispatches. New York: Alfred A. Knopf, 1977. ","Sims - True Stories",1977,"Herr","Michael","Dispatches","Primary Works",TRUE
"110","Hersey, John. Here to Stay. New York: Alfred A. Knopf, 1963. Collected stories from World War II.","Sims - True Stories",1963,"Hersey","John","Here to Stay","Primary Works",TRUE
"111","Hersey, John. Hiroshima. New York: Alfred A. Knopf, 1946.","Sims - True Stories",1946,"Hersey","John","Hiroshima","Primary Works",TRUE
"112","Hoagland, Edward. The Edward Hoagland Reader. Edited and with an introduction by Geoffrey Wolff. New York: Random House, 1979. Hubbell, Sue. A Book of Bees. New York: Random House, 1988.","Sims - True Stories",1988,"Hoagland","Edward","The Edward Hoagland Reader","Primary Works",TRUE
"113","Junger, Sebastian. A Death in Belmont. New York: W.W. Norton, 2006. ","Sims - True Stories",2006,"Junger","Sebastian","A Death in Belmont","Primary Works",TRUE
"114","Junger, Sebastian. The Perfect Storm: A True Story of Men Against the Sea. W.W. Norton, 1997. ","Sims - True Stories",1997,"Junger","Sebastian","The Perfect Storm: A True Story of Men Against the Sea","Primary Works",TRUE
"115","Kapuściński, Ryszard. Another Day of Life. New York: Harcourt Brace Jovanovich, 1987; Vintage International Edition, 2001.","Sims - True Stories",2001,"Kapuściński","Ryszard","Another Day of Life","Primary Works",TRUE
"116","Kapuściński, Ryszard. The Shadow of the Sun. Translated from the Polish by Klara Glowczewska. New York and Toronto: Alfred A. Knopf, 2001.","Sims - True Stories",2001,"Kapuściński","Ryszard","The Shadow of the Sun","Primary Works",TRUE
"117","Kidder, Tracy. Among Schoolchildren. Boston: Houghton Mifflin, 1989. ","Sims - True Stories",1989,"Kidder","Tracy","Among Schoolchildren","Primary Works",TRUE
"118","Kidder, Tracy. Home Town. New York: Random House, 1999.","Sims - True Stories",1999,"Kidder","Tracy","Home Town","Primary Works",TRUE
"119","Kidder, Tracy. House. Boston: Houghton Mifflin, 1985.","Sims - True Stories",1985,"Kidder","Tracy","House","Primary Works",TRUE
"120","Kidder, Tracy. Mountains Beyond Mountains. New York: Random House, 2003.","Sims - True Stories",2003,"Kidder","Tracy","Mountains Beyond Mountains","Primary Works",TRUE
"121","Kidder, Tracy. Old Friends. Boston: Houghton Mifflin, 1993.","Sims - True Stories",1993,"Kidder","Tracy","Old Friends","Primary Works",TRUE
"122","Kidder, Tracy. The Soul of a New Machine. Boston: Little, Brown and Co., 1981. ","Sims - True Stories",1981,"Kidder","Tracy","The Soul of a New Machine","Primary Works",TRUE
"123","Klinkenborg, Verlyn. Making Hay. New York: Lyons Books,1986.","Sims - True Stories",1986,"Klinkenborg","Verlyn","Making Hay","Primary Works",TRUE
"124","Klinkenborg, Verlyn. The Last Fine Time. New York: Alfred A. Knopf, 1991. ","Sims - True Stories",1991,"Klinkenborg","Verlyn","The Last Fine Time","Primary Works",TRUE
"125","Krakauer, Jon. Into Thin Air: A Personal Account of the Mt. Everest Disaster. New York: Villard,1997.","Sims - True Stories",1997,"Krakauer","Jon","Into Thin Air: A Personal Account of the Mt","Primary Works",TRUE
"126","Krakauer, Jon. Under the Banner of Heaven: A Story of Violent Faith. New York: Doubleday, 2003.","Sims - True Stories",2003,"Krakauer","Jon","Under the Banner of Heaven: A Story of Violent Faith","Primary Works",TRUE
"127","Kramer, Jane. Europeans. New York: Farrar, Straus & Giroux, 1988.","Sims - True Stories",1988,"Kramer","Jane","Europeans","Primary Works",TRUE
"128","Kramer, Jane. Lone Patriot: The Short Career of an American Militiaman. New York: Pantheon, 2002.","Sims - True Stories",2002,"Kramer","Jane","Lone Patriot: The Short Career of an American Militiaman","Primary Works",TRUE
"129","Kramer, Jane. The Last Cowboy. New York: Harper & Row, 1977.","Sims - True Stories",1977,"Kramer","Jane","The Last Cowboy","Primary Works",TRUE
"130","Kramer, Jane. Unsettling Europe. New York: Random House, 1980.","Sims - True Stories",1980,"Kramer","Jane","Unsettling Europe","Primary Works",TRUE
"131","Kramer, Mark. Invasive Procedures: A Year in the World of Two Surgeons. New York: Harper & Row, 1983.","Sims - True Stories",1983,"Kramer","Mark","Invasive Procedures: A Year in the World of Two Surgeons","Primary Works",TRUE
"132","Kramer, Mark. Three Farms: Making Milk, Meat and Money from the American Soil. Boston: Little, Brown and Co., 1980.","Sims - True Stories",1980,"Kramer","Mark","Three Farms: Making Milk, Meat and Money from the American Soil","Primary Works",TRUE
"133","Kramer, Mark. Travels with a Hungry Bear: A Journey to the Russian Heartland. Boston and New York: Houghton Mifflin, 1996.","Sims - True Stories",1996,"Kramer","Mark","Travels with a Hungry Bear: A Journey to the Russian Heartland","Primary Works",TRUE
"134","Lange, Dorothea and Paul S. Taylor. An American Exodus: A Record of Human Erosion. New York: Reynal & Hitchcock, 1939.","Sims - True Stories",1939,"Lange","Dorothea","Taylor","Primary Works",TRUE
"135","Langewiesche, William. American Ground: Unbuilding the World Trade Center. New York: North Point Press, 2002.","Sims - True Stories",2002,"Langewiesche","William","American Ground: Unbuilding the World Trade Center","Primary Works",TRUE
"136","LeBlanc, Adrian Nicole. Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx. New York: Scribner, 2003.","Sims - True Stories",2003,"LeBlanc","Adrian","Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx","Primary Works",TRUE
"137","Lernoux, Penny. Cry of the People. Garden City, N.Y.: Doubleday, 1982. ","Sims - True Stories",1982,"Lernoux","Penny","Cry of the People","Primary Works",TRUE
"138","Levine, Richard M. Bad Blood: A Family Murder in Marin County. New York: Random House, 1982.","Sims - True Stories",1982,"Levine","Richard","Bad Blood: A Family Murder in Marin County","Primary Works",TRUE
"139","Lewis, Michael. Liar's Poker: Rising Through the Wreckage on Wall Street. New York: W. W. Norton & Co., 1989.","Sims - True Stories",1989,"Lewis","Michael","Liar's Poker: Rising Through the Wreckage on Wall Street","Primary Works",TRUE
"140","Lewis, Michael. Moneyball: The Art of Winning an Unfair Game. New York: W. W. Norton & Co., 2003.","Sims - True Stories",2003,"Lewis","Michael","Moneyball: The Art of Winning an Unfair Game","Primary Works",TRUE
"141","Lewis, Michael. The New New Thing: A Silicon Valley Story. New York: W. W. Norton & Co., 1999.","Sims - True Stories",1999,"Lewis","Michael","The New New Thing: A Silicon Valley Story","Primary Works",TRUE
"142","Liebling, A. J. Back Where I Came From. New York: Sheridan House, 1938. ","Sims - True Stories",1938,"Liebling","A","J","Primary Works",TRUE
"143","Liebling, A. J. Just Enough Liebling: Classic Work by the Legendary New Yorker Writer. Introduction by David Remnick. New York: North Point Press, 2004. ","Sims - True Stories",2004,"Liebling","A","J","Primary Works",TRUE
"144","Liebling, A. J. Liebling Abroad. Introduction by Raymond Sokolov. Playboy Press, 1981. Contains: The Road Back to Paris, Mollie & Other War Pieces, Normandy Revisited, Between Meals: An Appetite for Paris.","Sims - True Stories",1981,"Liebling","A","J","Primary Works",TRUE
"145","Liebling, A. J. Liebling at Home. Introduction by Herbert Mitgang. Wideview Books, 1982. Contains: The Telephone Booth Indian; Chicago: The Second City; The Honest Rainmaker; The Earl of Louisiana; and The Jolity Building. ——. The Sweet Science. New York: Viking, 1956.","Sims - True Stories",1956,"Liebling","A","J","Primary Works",TRUE
"146","London, Jack. Insurgent Mexico. New York: International Publishers, 1969. First published 1914.","Sims - True Stories",1914,"London","Jack","Insurgent Mexico","Primary Works",TRUE
"147","London, Jack. Jack London on the Road: The Tramp Diary and Other Hobo Writings. Edited by Richard W. Etulain. Logan, Utah: Utah State University Press, 1979.","Sims - True Stories",1979,"London","Jack","Jack London on the Road: The Tramp Diary and Other Hobo Writings","Primary Works",TRUE
"148","London, Jack. The Education of John Reed. With an introductory essay by John Stuart. New York: International Publishers, 1955.","Sims - True Stories",1955,"London","Jack","The Education of John Reed","Primary Works",TRUE
"149","London, Jack. The People of the Abyss. New York: Grosset & Dunlap, 1903.","Sims - True Stories",1903,"London","Jack","The People of the Abyss","Primary Works",TRUE
"150","London, Jack. The Road. New York: The Macmillan Co., 1907. Reed, John. Adventures of a Young Man: Short Stories from Life. San Francisco: City Lights Books, 1975.","Sims - True Stories",1975,"London","Jack","The Road","Primary Works",TRUE
"151","Lopez, Barry. Arctic Dreams: Imagination and Desire in a Northern Landscape. New York: Charles Scribner's Sons, 1986.","Sims - True Stories",1986,"Lopez","Barry","Arctic Dreams: Imagination and Desire in a Northern Landscape","Primary Works",TRUE
"152","Lukas, J. Anthony. Common Ground: A Turbulent Decade in the Lives of Three American Families. New York: Alfred A. Knopf, 1985.","Sims - True Stories",1985,"Lukas","J","Anthony","Primary Works",TRUE
"153","Maclean, Norman. Young Men and Fire. Chicago: University Of Chicago Press, 1992.","Sims - True Stories",1992,"Maclean","Norman","Young Men and Fire","Primary Works",TRUE
"154","Mahoney, Rosemary. Whoredom in Kimmage: Irish Women Coming of Age. Boston: Houghton Mifflin,1993.","Sims - True Stories",1993,"Mahoney","Rosemary","Whoredom in Kimmage: Irish Women Coming of Age","Primary Works",TRUE
"155","Mailer, Norman. Some Honorable Men: Political Conventions 1960-1972. Boston: Little, Brown & Co., 1976. Contains “Superman Comes to the Supermarket.” ","Sims - True Stories",1976,"Mailer","Norman","Superman Comes to the Supermarket","Primary Works",TRUE
"156","Mailer, Norman. The Armies of the Night: History as a Novel; The Novel as History. New York: New American Library, 1968.","Sims - True Stories",1968,"Mailer","Norman","The Armies of the Night: History as a Novel; The Novel as History","Primary Works",TRUE
"157","Mailer, Norman. The Executioner's Song. Boston: Little, Brown & Co., 1979.","Sims - True Stories",1979,"Mailer","Norman","The Executioner's Song","Primary Works",TRUE
"158","Marcus, David L. What It Takes to Pull Me Through. Boston and New York: Houghton Mifflin Co., 2005.","Sims - True Stories",2005,"Marcus","David","What It Takes to Pull Me Through","Primary Works",TRUE
"159","Márquez, Gabriel García. The Story of a Shipwrecked Sailor. New York: Alfred A. Knopf, 1986.","Sims - True Stories",1986,"Márquez","Gabriel","The Story of a Shipwrecked Sailor","Primary Works",TRUE
"160","Matthews, Anne. Wild Nights: Nature Returns to the City. New York: North Point Press, 2001.","Sims - True Stories",2001,"Matthews","Anne","Wild Nights: Nature Returns to the City","Primary Works",TRUE
"161","Matthiessen, Peter. Hanoi. London: Weidenfeld and Nicholson, 1968.","Sims - True Stories",1968,"Matthiessen","Peter","Hanoi","Primary Works",TRUE
"162","Matthiessen, Peter. The Snow Leopard. New York: Viking, 1978. McCarthy, Mary. Vietnam. New York: Harcourt, Brace & World, 1967. ","Sims - True Stories",1967,"Matthiessen","Peter","The Snow Leopard","Primary Works",TRUE
"163","McCarthy, Mary. On the Contrary. New York: Farrar, Straus and Cudahy, 1961. McKelway, St. Clair. True Tales from the Annals of Crime and Rascality. New York: Random House, 1951.","Sims - True Stories",1951,"McCarthy","Mary","On the Contrary","Primary Works",TRUE
"164","McGinniss, Joe. The Selling of the President 1968. New York: Trident Press, 1969.","Sims - True Stories",1969,"McGinniss","Joe","The Selling of the President 1968","Primary Works",TRUE
"165","McKelway, St. Clair. The Big Little Man from Brooklyn. Boston: Houghton Mifflin Co., 1969","Sims - True Stories",1969,"McKelway","St","Clair","Primary Works",TRUE
"166","McKelway, St. Clair. The Edinburgh Caper; A One-Man International Plot. New York: Holt, Rinehart and Winston, 1962.","Sims - True Stories",1962,"McKelway","St","Clair","Primary Works",TRUE
"167","McNulty, John. A Man Gets Around. Boston: Little, Brown and Co., 1951. ","Sims - True Stories",1951,"McNulty","John","A Man Gets Around","Primary Works",TRUE
"168","McNulty, John. The World of John McNulty. With an appreciation by James Thurber. Garden City, N.Y.: Doubleday & Co., 1957","Sims - True Stories",1957,"McNulty","John","The World of John McNulty","Primary Works",TRUE
"169","McNulty, John. Third Avenue, New York. Boston: Little, Brown and Co., 1946.","Sims - True Stories",1946,"McNulty","John","Third Avenue, New York","Primary Works",TRUE
"170","McPhee, John. Annals of the Former World. New York: Farrar, Straus & Giroux, 1998.","Sims - True Stories",1998,"McPhee","John","Annals of the Former World","Primary Works",TRUE
"171","McPhee, John. Coming Into the Country. New York: Farrar, Straus & Giroux, 1977.","Sims - True Stories",1977,"McPhee","John","Coming Into the Country","Primary Works",TRUE
"172","McPhee, John. Encounters with the Archdruid. New York: Farrar, Straus, & Giroux, 1971. ","Sims - True Stories",1971,"McPhee","John","Encounters with the Archdruid","Primary Works",TRUE
"173","McPhee, John. Oranges. New York: Farrar, Straus & Giroux, 1966.","Sims - True Stories",1966,"McPhee","John","Oranges","Primary Works",TRUE
"174","McPhee, John. The Control of Nature. New York: Farrar, Straus & Giroux, 1989.","Sims - True Stories",1989,"McPhee","John","The Control of Nature","Primary Works",TRUE
"175","McPhee, John. The John McPhee Reader. Edited, with an introduction, by William Howarth. New York: Farrar, Straus, & Giroux, 1976.","Sims - True Stories",1976,"McPhee","John","The John McPhee Reader","Primary Works",TRUE
"176","McPhee, John. Uncommon Carriers. New York: Farrar, Straus & Giroux, 2006.","Sims - True Stories",2006,"McPhee","John","Uncommon Carriers","Primary Works",TRUE
"177","Mitchell, Joseph. ""The Mohawks in High Steel,"" in Apologies to the Iroquois, with Edmund Wilson. New York: Farrar, Straus, 1960.","Sims - True Stories",1960,"Mitchell","Joseph","Mitchell, Joseph. ""The Mohawks in High Steel,"" in Apologies to the Iroquois, with Edmund Wilson. New York: Farrar, Straus, 1960.","Primary Works",TRUE
"178","Mitchell, Joseph. Joe Gould's Secret. New York: Viking, 1965.","Sims - True Stories",1965,"Mitchell","Joseph","Joe Gould's Secret","Primary Works",TRUE
"179","Mitchell, Joseph. McSorley's Wonderful Saloon. New York: Duell, Sloan and Pearce, 1943. ","Sims - True Stories",1943,"Mitchell","Joseph","McSorley's Wonderful Saloon","Primary Works",TRUE
"180","Mitchell, Joseph. My Ears Are Bent. New York: Sheridan House, 1938; reprinted by Pantheon Books, 2001.","Sims - True Stories",2001,"Mitchell","Joseph","My Ears Are Bent","Primary Works",TRUE
